"","ID","Connective","ReactionTime1","ReactionTime2","ReactionTime3","TrialID","Label","Wordform","Answeraccuracy","Truthvalue","Sentenceform","Group","LogReactionTime1"
"174","62a739f23ee5ac5192335098","and",1330,1092,1076,"T1.5","test","CVC",1,"F","PositivePositive","A",7.1929342212158
"175","62a739f23ee5ac5192335098","so",601,511,1256,"T1.65","test","VCC",1,"F","PositiveNegative","A",6.39859493453521
"176","62a739f23ee5ac5192335098","but",882,2189,1176,"T1.29","test","CVC",1,"F","PositiveNegative","A",6.78219205600679
"177","62a739f23ee5ac5192335098","but",555,387,1440,"T1.25","test","CVC",1,"J","PositiveNegative","A",6.31896811374643
"178","62a739f23ee5ac5192335098","and",804,1076,1299,"T1.18","test","VCC",1,"F","PositivePositive","A",6.68959926917897
"179","62a739f23ee5ac5192335098","and",641,650,1852,"T1.21","test","CVV",1,"J","PositiveNegative","A",6.46302945692067
"180","62a739f23ee5ac5192335098","but",602,1055,1569,"T1.39","test","CVV",1,"F","PositivePositive","A",6.40025744530882
"181","62a739f23ee5ac5192335098","and",1049,2384,1012,"T1.6","test","CVC",1,"F","PositivePositive","A",6.9555926083963
"182","62a739f23ee5ac5192335098","but",761,697,1390,"T1.38","test","CVV",1,"F","PositiveNegative","A",6.63463335786169
"183","62a739f23ee5ac5192335098","and",712,1312,1848,"T1.23","test","VCV",1,"J","PositiveNegative","A",6.56807791141198
"184","62a739f23ee5ac5192335098","but",652,797,1196,"T1.32","test","CVC",1,"F","PositivePositive","A",6.48004456192665
"185","62a739f23ee5ac5192335098","and",647,1037,1509,"T1.12","test","CVV",1,"F","PositivePositive","A",6.4723462945009
"186","62a739f23ee5ac5192335098","but",680,856,1354,"T1.45","test","VCC",1,"F","PositivePositive","A",6.52209279817015
"187","62a739f23ee5ac5192335098","and",708,1192,1342,"T1.8","test","CVV",1,"J","PositivePositive","A",6.56244409369372
"188","62a739f23ee5ac5192335098","and",734,1343,1291,"T1.2","test","CVC",1,"J","PositivePositive","A",6.59850902861452
"189","62a739f23ee5ac5192335098","but",627,2792,1534,"T1.43","test","VCV",1,"J","PositivePositive","A",6.44094654063292
