"","ID","Connective","ReactionTime1","ReactionTime2","ReactionTime3","TrialID","Label","Wordform","Answeraccuracy","Truthvalue","Sentenceform","Group","Order","OrderBinary","OrderTrials","LogReactionTime1"
"1319","60ce179aa6f645eb5543c20e","but",2594,1228,1044,"T1.28","test","CVC",1,"J","PositivePositive","A","second","second",72,7.86095636487639
"1320","60ce179aa6f645eb5543c20e","and",1676,1283,922,"T1.13","test","VCV",1,"J","PositivePositive","A","second","second",73,7.42416528104203
"1321","60ce179aa6f645eb5543c20e","but",1458,2963,1005,"T1.27","test","CVC",1,"J","PositivePositive","A","second","second",76,7.2848209125686
"1322","60ce179aa6f645eb5543c20e","so",1020,972,902,"T1.57","test","CVV",1,"J","PositiveNegative","A","second","second",77,6.92755790627832
"1323","60ce179aa6f645eb5543c20e","and",1003,1197,878,"T1.2","test","CVC",1,"J","PositivePositive","A","second","second",78,6.91075078796194
"1324","60ce179aa6f645eb5543c20e","so",847,1232,1001,"T1.50","test","CVC",1,"F","PositivePositive","A","second","second",79,6.74170069465205
"1325","60ce179aa6f645eb5543c20e","but",908,1700,1198,"T1.37","test","CVV",1,"F","PositiveNegative","A","second","second",81,6.81124437860129
"1326","60ce179aa6f645eb5543c20e","so",855,1661,2605,"T1.66","test","VCC",1,"F","PositivePositive","A","second","second",82,6.75110146893676
"1327","60ce179aa6f645eb5543c20e","so",837,1708,1253,"T1.60","test","CVV",1,"F","PositiveNegative","A","second","second",83,6.72982407048948
"1328","60ce179aa6f645eb5543c20e","but",861,1845,1605,"T1.25","test","CVC",1,"J","PositiveNegative","A","second","second",84,6.75809450442773
"1329","60ce179aa6f645eb5543c20e","but",1210,1180,3039,"T1.39","test","CVV",1,"F","PositivePositive","A","second","second",86,7.09837563859079
"1330","60ce179aa6f645eb5543c20e","so",963,1528,1118,"T1.67","test","VCC",1,"J","PositiveNegative","A","second","second",87,6.87005341179813
"1331","60ce179aa6f645eb5543c20e","so",1280,1371,1232,"T1.51","test","CVC",1,"J","PositiveNegative","A","second","second",88,7.15461535691366
"1332","60ce179aa6f645eb5543c20e","and",2345,1048,829,"T1.7","test","CVV",1,"J","PositivePositive","A","second","second",92,7.76004068088038
"1333","60ce179aa6f645eb5543c20e","so",1384,1823,1740,"T1.63","test","VCV",1,"J","PositiveNegative","A","second","second",94,7.23273313617761
"1334","60ce179aa6f645eb5543c20e","but",2411,2313,2744,"T1.41","test","VCV",1,"F","PositivePositive","A","second","second",95,7.78779687818117
"1335","60ce179aa6f645eb5543c20e","but",1062,2447,1103,"T1.33","test","CVV",1,"J","PositiveNegative","A","second","second",97,6.96790920180188
"1336","60ce179aa6f645eb5543c20e","so",1019,767,807,"T1.68","test","VCC",1,"J","PositivePositive","A","second","second",98,6.92657703322272
"1337","60ce179aa6f645eb5543c20e","and",1843,1462,1507,"T1.5","test","CVC",1,"F","PositivePositive","A","second","second",101,7.51914995766982
"1338","60ce179aa6f645eb5543c20e","but",902,946,1026,"T1.30","test","CVC",1,"F","PositiveNegative","A","second","second",102,6.80461452006262
"1339","60ce179aa6f645eb5543c20e","but",1507,1453,2158,"T1.32","test","CVC",1,"F","PositivePositive","A","second","second",103,7.3178761986265
"1340","60ce179aa6f645eb5543c20e","so",1097,858,4254,"T1.62","test","VCV",1,"F","PositivePositive","A","second","second",104,7.00033446027523
"1341","60ce179aa6f645eb5543c20e","so",1897,1044,1273,"T1.70","test","CVC",1,"J","PositivePositive","A","second","second",105,7.54802896993501
"1342","60ce179aa6f645eb5543c20e","so",1035,784,1517,"T1.55","test","CVV",1,"F","PositivePositive","A","second","second",106,6.94215670569947
"1343","60ce179aa6f645eb5543c20e","so",1066,677,1047,"T1.56","test","CVV",1,"F","PositivePositive","A","second","second",107,6.97166860472579
"1344","60327814972410257184f252","so",1559,2527,2256,"T1.51","test","CVC",1,"J","PositiveNegative","A","first","first",1,7.35179986905778
"1345","60327814972410257184f252","so",1305,1437,3354,"T1.67","test","VCC",1,"J","PositiveNegative","A","first","first",2,7.17395831975679
"1346","60327814972410257184f252","but",924,909,1664,"T1.32","test","CVC",1,"F","PositivePositive","A","first","first",3,6.82871207164168
"1347","60327814972410257184f252","and",844,891,1306,"T1.23","test","VCV",1,"J","PositiveNegative","A","first","first",5,6.73815249459596
"1348","60327814972410257184f252","but",746,829,2300,"T1.31","test","CVC",1,"F","PositivePositive","A","first","first",6,6.61472560020376
"1349","60327814972410257184f252","and",762,829,1485,"T1.22","test","CVV",1,"J","PositiveNegative","A","first","first",7,6.63594655568665
"1350","60327814972410257184f252","and",588,830,2026,"T1.17","test","VCC",1,"F","PositiveNegative","A","first","first",8,6.37672694789863
"1351","60327814972410257184f252","but",944,1341,1037,"T1.34","test","CVV",1,"J","PositiveNegative","A","first","first",11,6.8501261661455
"1352","60327814972410257184f252","and",637,861,1019,"T1.13","test","VCV",1,"J","PositivePositive","A","first","first",12,6.45676965557216
"1353","60327814972410257184f252","but",878,1484,1004,"T1.43","test","VCV",1,"J","PositivePositive","A","first","first",15,6.77764659363512
"1354","60327814972410257184f252","and",699,1040,1849,"T1.4","test","CVC",1,"F","PositiveNegative","A","first","first",17,6.54965074223381
"1355","60327814972410257184f252","so",792,1069,1194,"T1.65","test","VCC",1,"F","PositiveNegative","A","first","first",18,6.67456139181443
"1356","60327814972410257184f252","but",1005,1598,973,"T1.33","test","CVV",1,"J","PositiveNegative","A","first","first",19,6.91274282049318
"1357","60327814972410257184f252","and",871,893,1244,"T1.19","test","CVC",1,"J","PositiveNegative","A","first","first",20,6.7696419768525
"1358","60327814972410257184f252","so",743,1165,1050,"T1.70","test","CVC",1,"J","PositivePositive","A","first","first",21,6.61069604471776
"1359","60327814972410257184f252","but",1145,1326,1147,"T1.42","test","VCV",1,"J","PositiveNegative","A","first","first",22,7.04315991598834
"1360","60327814972410257184f252","and",908,925,1020,"T1.12","test","CVV",1,"F","PositivePositive","A","first","first",23,6.81124437860129
"1361","60327814972410257184f252","and",703,1038,1616,"T1.10","test","CVV",1,"F","PositiveNegative","A","first","first",24,6.55535689181067
"1362","60327814972410257184f252","and",695,942,1067,"T1.8","test","CVV",1,"J","PositivePositive","A","first","first",25,6.54391184556479
"1363","60327814972410257184f252","and",728,1166,972,"T1.14","test","VCV",1,"F","PositiveNegative","A","first","first",28,6.59030104819669
"1364","60327814972410257184f252","so",766,893,1305,"T1.63","test","VCV",1,"J","PositiveNegative","A","first","first",30,6.64118216974059
"1365","60327814972410257184f252","and",615,1313,875,"T1.21","test","CVV",1,"J","PositiveNegative","A","first","first",31,6.42162226780652
"1366","60327814972410257184f252","but",709,1215,1530,"T1.45","test","VCC",1,"F","PositivePositive","A","first","first",32,6.56385552653213
"1367","60327814972410257184f252","but",767,1085,947,"T1.30","test","CVC",1,"F","PositiveNegative","A","first","first",33,6.64248680136726
"1368","60327814972410257184f252","so",652,1038,888,"T1.64","test","VCV",1,"J","PositivePositive","A","first","first",34,6.48004456192665
"1369","60327814972410257184f252","and",669,922,1201,"T1.16","test","VCC",1,"J","PositivePositive","A","first","first",36,6.50578406012823
"1370","60327814972410257184f252","and",1244,1421,764,"T1.7","test","CVV",1,"J","PositivePositive","A","first","first",37,7.12608727329912
"1371","60327814972410257184f252","and",728,733,1066,"T1.11","test","CVV",1,"F","PositivePositive","A","first","first",38,6.59030104819669
"1372","60327814972410257184f252","so",742,926,1168,"T1.59","test","CVV",1,"F","PositiveNegative","A","first","first",39,6.60934924316738
"1373","60327814972410257184f252","and",670,1295,1018,"T1.24","test","VCC",1,"J","PositiveNegative","A","first","first",41,6.50727771238501
"1374","60327814972410257184f252","so",969,990,701,"T1.68","test","VCC",1,"J","PositivePositive","A","first","first",45,6.87626461189077
"1375","60327814972410257184f252","so",608,987,828,"T1.58","test","CVV",1,"J","PositiveNegative","A","first","first",46,6.41017488196617
"1376","60327814972410257184f252","and",636,876,794,"T1.5","test","CVC",1,"F","PositivePositive","A","first","first",47,6.45519856334012
"1377","60327814972410257184f252","but",728,1373,1823,"T1.28","test","CVC",1,"J","PositivePositive","A","first","first",48,6.59030104819669
"1378","60327814972410257184f252","and",1010,731,731,"T1.20","test","CVC",1,"J","PositiveNegative","A","first","first",49,6.9177056098353
"1379","60327814972410257184f252","so",811,989,1101,"T1.66","test","VCC",1,"F","PositivePositive","A","first","first",50,6.69826805411541
"1380","60327814972410257184f252","but",975,829,729,"T1.46","test","VCC",1,"J","PositiveNegative","A","first","first",51,6.88243747099785
"1381","60327814972410257184f252","so",783,907,780,"T1.56","test","CVV",1,"F","PositivePositive","A","first","first",52,6.6631326959908
"1382","60327814972410257184f252","and",636,814,619,"T1.2","test","CVC",1,"J","PositivePositive","A","first","first",54,6.45519856334012
"1383","60327814972410257184f252","but",762,897,760,"T1.37","test","CVV",1,"F","PositiveNegative","A","second","second",55,6.63594655568665
"1384","60327814972410257184f252","but",744,847,854,"T1.39","test","CVV",1,"F","PositivePositive","A","second","second",57,6.61204103483309
"1385","60327814972410257184f252","but",781,1052,673,"T1.47","test","VCC",1,"J","PositivePositive","A","second","second",60,6.66057514983969
"1386","60327814972410257184f252","so",634,924,1210,"T1.49","test","CVC",1,"F","PositivePositive","A","second","second",61,6.45204895443723
"1387","60327814972410257184f252","so",809,879,987,"T1.57","test","CVV",1,"J","PositiveNegative","A","second","second",69,6.69579891705849
"1388","60327814972410257184f252","so",3067,1070,956,"T1.61","test","VCV",1,"F","PositiveNegative","A","second","second",70,8.02845516411425
"1389","60327814972410257184f252","so",860,895,763,"T1.71","test","CVV",1,"J","PositivePositive","A","second","second",72,6.75693238924755
"1390","60327814972410257184f252","and",888,846,732,"T1.9","test","CVV",1,"F","PositiveNegative","A","second","second",73,6.78897174299217
"1391","60327814972410257184f252","so",1307,894,1148,"T1.54","test","CVC",1,"F","PositiveNegative","A","second","second",74,7.17548971362422
"1392","60327814972410257184f252","so",715,910,810,"T1.69","test","CVC",1,"J","PositivePositive","A","second","second",75,6.57228254269401
"1393","60327814972410257184f252","but",799,814,633,"T1.36","test","CVV",1,"J","PositivePositive","A","second","second",76,6.68336094576627
"1394","60327814972410257184f252","but",608,830,971,"T1.40","test","CVV",1,"F","PositivePositive","A","second","second",77,6.41017488196617
"1395","60327814972410257184f252","but",777,925,926,"T1.27","test","CVC",1,"J","PositivePositive","A","second","second",78,6.65544035036765
"1396","60327814972410257184f252","so",716,1870,891,"T1.72","test","CVV",1,"J","PositivePositive","A","second","second",79,6.57368016696065
"1397","60327814972410257184f252","and",828,1390,895,"T1.18","test","VCC",1,"F","PositivePositive","A","second","second",80,6.71901315438526
"1398","60327814972410257184f252","so",890,1069,892,"T1.55","test","CVV",1,"F","PositivePositive","A","second","second",81,6.79122146272619
"1399","60327814972410257184f252","and",592,798,2136,"T1.6","test","CVC",1,"F","PositivePositive","A","second","second",82,6.38350663488401
"1400","60327814972410257184f252","but",649,735,1196,"T1.38","test","CVV",1,"F","PositiveNegative","A","second","second",83,6.47543271670409
"1401","60327814972410257184f252","but",1103,927,730,"T1.35","test","CVV",1,"J","PositivePositive","A","second","second",84,7.0057890192535
"1402","60327814972410257184f252","but",991,925,1050,"T1.29","test","CVC",1,"F","PositiveNegative","A","second","second",86,6.89871453432999
"1403","60327814972410257184f252","so",745,925,876,"T1.50","test","CVC",1,"F","PositivePositive","A","second","second",87,6.61338421837956
"1404","60327814972410257184f252","but",732,815,799,"T1.26","test","CVC",1,"J","PositiveNegative","A","second","second",88,6.59578051396131
"1405","60327814972410257184f252","and",652,814,1050,"T1.3","test","CVC",1,"F","PositiveNegative","A","second","second",89,6.48004456192665
"1406","60327814972410257184f252","so",768,910,858,"T1.52","test","CVC",1,"J","PositiveNegative","A","second","second",90,6.64378973314767
"1407","60327814972410257184f252","so",797,781,700,"T1.60","test","CVV",1,"F","PositiveNegative","A","second","second",91,6.68085467879022
"1408","60327814972410257184f252","and",758,1169,826,"T1.1","test","CVC",1,"J","PositivePositive","A","second","second",93,6.63068338564237
"1409","60327814972410257184f252","and",809,801,1658,"T1.15","test","VCV",1,"F","PositivePositive","A","second","second",95,6.69579891705849
"1410","60327814972410257184f252","so",718,861,1454,"T1.62","test","VCV",1,"F","PositivePositive","A","second","second",97,6.57646956904822
"1411","60327814972410257184f252","but",687,879,749,"T1.25","test","CVC",1,"J","PositiveNegative","A","second","second",99,6.53233429222235
"1412","60327814972410257184f252","so",800,765,760,"T1.53","test","CVC",1,"F","PositiveNegative","A","second","second",100,6.68461172766793
"1413","60327814972410257184f252","but",684,732,890,"T1.48","test","VCC",1,"F","PositiveNegative","A","second","second",101,6.52795791762255
"1414","60327814972410257184f252","but",635,813,923,"T1.44","test","VCV",1,"F","PositiveNegative","A","second","second",103,6.45362499889269
"1415","60327814972410257184f252","but",717,2173,909,"T1.41","test","VCV",1,"F","PositivePositive","A","second","second",106,6.57507584059962
"1416","63d038b1391477b268975504","but",2724,1218,2577,"T2.45","test","CVC",1,"F","PositivePositive","B","first","first",1,7.9098566672694
"1417","63d038b1391477b268975504","so",1085,1121,3725,"T2.56","test","CVV",1,"F","PositivePositive","B","first","first",2,6.98933526597456
"1418","63d038b1391477b268975504","but",644,729,1526,"T2.31","test","CVC",1,"F","PositivePositive","B","first","first",4,6.46769872610435
"1419","63d038b1391477b268975504","but",1089,1543,1207,"T2.26","test","VCV",1,"J","PositiveNegative","B","first","first",5,6.99301512293296
"1420","63d038b1391477b268975504","and",750,81,1502,"T2.7","test","CVC",1,"J","PositivePositive","B","first","first",6,6.62007320653036
"1421","63d038b1391477b268975504","and",625,1361,1672,"T2.10","test","CVV",1,"F","PositiveNegative","B","first","first",7,6.4377516497364
"1422","63d038b1391477b268975504","but",497,747,1860,"T2.43","test","VCV",1,"J","PositivePositive","B","first","first",8,6.20859002609663
"1423","63d038b1391477b268975504","so",535,1116,2144,"T2.62","test","VCV",1,"F","PositivePositive","B","first","first",9,6.28226674689601
"1424","63d038b1391477b268975504","so",747,944,1331,"T2.57","test","CVC",1,"J","PositiveNegative","B","first","first",11,6.61606518513282
"1425","63d038b1391477b268975504","and",887,946,2241,"T2.17","test","CVC",1,"F","PositiveNegative","B","first","first",12,6.78784498230958
"1426","63d038b1391477b268975504","so",696,50,2977,"T2.50","test","CVC",1,"F","PositivePositive","B","first","first",13,6.54534966033442
"1427","63d038b1391477b268975504","but",727,629,1007,"T2.33","test","CVV",1,"J","PositiveNegative","B","first","first",14,6.58892647753352
"1428","63d038b1391477b268975504","and",612,7212,2708,"T2.8","test","CVV",1,"J","PositivePositive","B","first","first",16,6.41673228251233
"1429","63d038b1391477b268975504","and",3098,788,1194,"T2.4","test","VCV",1,"F","PositiveNegative","B","first","first",17,8.03851202097681
"1430","63d038b1391477b268975504","but",563,825,871,"T2.47","test","CVV",1,"J","PositivePositive","B","first","first",19,6.33327962813969
"1431","63d038b1391477b268975504","and",448,587,977,"T2.22","test","CVV",1,"J","PositiveNegative","B","first","first",20,6.10479323241498
"1432","63d038b1391477b268975504","so",628,591,646,"T2.68","test","CVV",1,"J","PositivePositive","B","first","first",21,6.4425401664682
"1433","63d038b1391477b268975504","but",438,700,1003,"T2.48","test","CVC",1,"F","PositiveNegative","B","first","first",22,6.08221891037645
"1434","63d038b1391477b268975504","and",389,773,1609,"T2.21","test","CVC",1,"J","PositiveNegative","B","first","first",23,5.96357934361845
"1435","63d038b1391477b268975504","and",2366,913,1530,"T2.15","test","CVC",1,"F","PositivePositive","B","first","first",27,7.76895604453833
"1436","63d038b1391477b268975504","and",561,100,1721,"T2.2","test","VCV",1,"J","PositivePositive","B","first","first",28,6.3297209055227
"1437","63d038b1391477b268975504","so",515,936,1140,"T2.59","test","CVV",1,"F","PositiveNegative","B","first","first",30,6.24416690066374
"1438","63d038b1391477b268975504","so",701,924,895,"T2.52","test","CVC",1,"J","PositiveNegative","B","first","first",32,6.55250788703459
"1439","63d038b1391477b268975504","so",948,3221,1290,"T2.60","test","CVC",1,"F","PositiveNegative","B","first","first",33,6.85435450225502
"1440","63d038b1391477b268975504","but",717,661,1802,"T2.42","test","VCC",1,"J","PositiveNegative","B","first","first",34,6.57507584059962
"1441","63d038b1391477b268975504","and",885,640,1018,"T2.9","test","CVC",1,"F","PositiveNegative","B","first","first",35,6.78558764500793
"1442","63d038b1391477b268975504","and",722,666,1001,"T2.14","test","VCV",1,"F","PositiveNegative","B","first","first",36,6.58202513889283
"1443","63d038b1391477b268975504","so",3673,1414,749,"T2.71","test","VCV",1,"J","PositivePositive","B","first","first",38,8.20876404581967
"1444","63d038b1391477b268975504","and",1183,1548,1006,"T2.20","test","CVC",1,"J","PositiveNegative","B","first","first",40,7.07580886397839
"1445","63d038b1391477b268975504","but",502,1235,811,"T2.36","test","CVV",1,"J","PositivePositive","B","first","first",41,6.21860011969173
"1446","63d038b1391477b268975504","so",1439,1142,828,"T2.54","test","CVC",1,"F","PositiveNegative","B","first","first",42,7.27170370688737
"1447","63d038b1391477b268975504","and",971,1380,1031,"T2.24","test","CVC",1,"J","PositiveNegative","B","first","first",44,6.87832646829133
"1448","63d038b1391477b268975504","but",846,852,829,"T2.38","test","VCV",1,"F","PositiveNegative","B","first","first",45,6.74051935960622
"1449","63d038b1391477b268975504","but",666,1774,562,"T2.27","test","CVV",1,"J","PositivePositive","B","first","first",47,6.50128967054039
"1450","63d038b1391477b268975504","so",725,527,603,"T2.70","test","CVV",1,"J","PositivePositive","B","first","first",49,6.58617165485467
"1451","63d038b1391477b268975504","and",622,68,1082,"T2.16","test","CVV",1,"J","PositivePositive","B","first","first",52,6.43294009273918
"1452","63d038b1391477b268975504","but",837,804,1069,"T2.29","test","VCC",1,"F","PositiveNegative","B","first","first",53,6.72982407048948
"1453","63d038b1391477b268975504","but",1890,693,886,"T2.44","test","CVC",1,"F","PositiveNegative","B","second","second",55,7.54433210805369
"1454","63d038b1391477b268975504","so",821,997,1716,"T2.65","test","CVV",1,"F","PositiveNegative","B","second","second",57,6.71052310945243
"1455","63d038b1391477b268975504","and",829,511,909,"T2.5","test","CVV",1,"F","PositivePositive","B","second","second",58,6.7202201551353
"1456","63d038b1391477b268975504","but",897,792,1719,"T2.34","test","CVC",1,"J","PositiveNegative","B","second","second",59,6.7990558620588
"1457","63d038b1391477b268975504","and",1366,561,1279,"T2.18","test","CVV",1,"F","PositivePositive","B","second","second",62,7.21964204013074
"1458","63d038b1391477b268975504","so",930,836,1067,"T2.53","test","VCV",1,"F","PositiveNegative","B","second","second",63,6.8351845861473
"1459","63d038b1391477b268975504","and",878,853,829,"T2.11","test","VCC",1,"F","PositivePositive","B","second","second",64,6.77764659363512
"1460","63d038b1391477b268975504","so",926,710,680,"T2.69","test","CVV",1,"J","PositivePositive","B","second","second",68,6.83087423464618
"1461","63d038b1391477b268975504","so",451,687,920,"T2.61","test","CVV",1,"F","PositiveNegative","B","second","second",69,6.11146733950268
"1462","63d038b1391477b268975504","and",619,762,1717,"T2.12","test","VCC",1,"F","PositivePositive","B","second","second",70,6.4281052726846
"1463","63d038b1391477b268975504","but",914,4191,1438,"T2.28","test","VCC",1,"J","PositivePositive","B","second","second",71,6.81783057145415
"1464","63d038b1391477b268975504","and",894,1179,1222,"T2.19","test","VCC",1,"J","PositiveNegative","B","second","second",72,6.79570577517351
"1465","63d038b1391477b268975504","so",914,603,702,"T2.63","test","CVC",1,"J","PositiveNegative","B","second","second",75,6.81783057145415
"1466","63d038b1391477b268975504","and",576,1591,1783,"T2.6","test","CVC",1,"F","PositivePositive","B","second","second",76,6.35610766069589
"1467","63d038b1391477b268975504","and",2131,1142,749,"T2.13","test","CVV",1,"J","PositivePositive","B","second","second",79,7.66434663209862
"1468","63d038b1391477b268975504","but",507,582,920,"T2.37","test","CVV",1,"F","PositiveNegative","B","second","second",80,6.22851100359118
"1469","63d038b1391477b268975504","so",473,1106,1524,"T2.55","test","CVC",1,"F","PositivePositive","B","second","second",81,6.15909538849193
"1470","63d038b1391477b268975504","but",1924,655,915,"T2.30","test","CVC",1,"F","PositiveNegative","B","second","second",85,7.56216163122565
"1471","63d038b1391477b268975504","but",554,93,771,"T2.35","test","CVV",1,"J","PositivePositive","B","second","second",87,6.31716468674728
"1472","63d038b1391477b268975504","so",503,694,638,"T2.58","test","VCV",1,"J","PositiveNegative","B","second","second",88,6.22059017009974
"1473","63d038b1391477b268975504","and",631,820,957,"T2.3","test","CVV",1,"F","PositiveNegative","B","second","second",91,6.44730586254121
"1474","63d038b1391477b268975504","but",1782,790,1081,"T2.40","test","VCC",1,"F","PositivePositive","B","second","second",92,7.48549160803075
"1475","63d038b1391477b268975504","and",1040,630,1614,"T2.23","test","CVV",1,"J","PositiveNegative","B","second","second",94,6.94697599213542
"1476","63d038b1391477b268975504","so",801,1809,901,"T2.67","test","CVV",1,"J","PositiveNegative","B","second","second",98,6.68586094706836
"1477","63d038b1391477b268975504","but",829,1217,1131,"T2.25","test","VCV",1,"J","PositiveNegative","B","second","second",100,6.7202201551353
"1478","63d038b1391477b268975504","so",711,890,909,"T2.72","test","CVC",1,"J","PositivePositive","B","second","second",101,6.56667242980324
"1479","63d038b1391477b268975504","so",495,960,601,"T2.64","test","CVC",1,"J","PositivePositive","B","second","second",102,6.20455776256869
"1480","63d038b1391477b268975504","so",2262,765,1163,"T2.66","test","VCC",1,"F","PositivePositive","B","second","second",104,7.72400465667607
"1481","63d038b1391477b268975504","and",452,31,991,"T2.1","test","CVV",1,"J","PositivePositive","B","second","second",106,6.11368217983223
"1482","63d038b1391477b268975504","but",535,1741,971,"T2.32","test","CVC",1,"F","PositivePositive","B","second","second",107,6.28226674689601
"1483","63d038b1391477b268975504","but",2103,801,849,"T2.46","test","CVC",1,"J","PositiveNegative","B","second","second",108,7.6511201757027
"1484","634696caac84a2bb1b5bc6b3","but",1085,1137,1229,"T1.44","test","VCV",1,"F","PositiveNegative","A","first","first",3,6.98933526597456
"1485","634696caac84a2bb1b5bc6b3","so",850,837,5394,"T1.49","test","CVC",1,"F","PositivePositive","A","first","first",5,6.74523634948436
"1486","634696caac84a2bb1b5bc6b3","and",819,749,8306,"T1.15","test","VCV",1,"F","PositivePositive","A","first","first",7,6.70808408385307
"1487","634696caac84a2bb1b5bc6b3","but",876,715,1559,"T1.37","test","CVV",1,"F","PositiveNegative","A","first","first",8,6.77536609093639
"1488","634696caac84a2bb1b5bc6b3","but",1240,2667,2877,"T1.31","test","CVC",1,"F","PositivePositive","A","first","first",10,7.12286665859908
"1489","634696caac84a2bb1b5bc6b3","but",1027,625,2069,"T1.34","test","CVV",1,"J","PositiveNegative","A","first","first",11,6.93439720992856
"1490","634696caac84a2bb1b5bc6b3","and",1087,752,1310,"T1.9","test","CVV",1,"F","PositiveNegative","A","first","first",13,6.99117688712121
"1491","634696caac84a2bb1b5bc6b3","and",940,658,2843,"T1.11","test","CVV",1,"F","PositivePositive","A","first","first",14,6.84587987526405
"1492","634696caac84a2bb1b5bc6b3","but",757,871,3114,"T1.45","test","VCC",1,"F","PositivePositive","A","first","first",16,6.62936325343745
"1493","634696caac84a2bb1b5bc6b3","and",994,1800,2360,"T1.20","test","CVC",1,"J","PositiveNegative","A","first","first",18,6.90173720665657
"1494","634696caac84a2bb1b5bc6b3","but",787,747,3384,"T1.28","test","CVC",1,"J","PositivePositive","A","first","first",19,6.6682282484174
"1495","634696caac84a2bb1b5bc6b3","but",729,598,1643,"T1.33","test","CVV",1,"J","PositiveNegative","A","first","first",20,6.59167373200866
"1496","634696caac84a2bb1b5bc6b3","but",715,466,1732,"T1.48","test","VCC",1,"F","PositiveNegative","A","first","first",21,6.57228254269401
"1497","634696caac84a2bb1b5bc6b3","so",669,779,1612,"T1.50","test","CVC",1,"F","PositivePositive","A","first","first",22,6.50578406012823
"1498","634696caac84a2bb1b5bc6b3","but",853,896,2158,"T1.35","test","CVV",1,"J","PositivePositive","A","first","first",23,6.74875954749168
"1499","634696caac84a2bb1b5bc6b3","so",735,597,1404,"T1.71","test","CVV",1,"J","PositivePositive","A","first","first",24,6.59987049921284
"1500","634696caac84a2bb1b5bc6b3","so",730,930,1613,"T1.59","test","CVV",1,"F","PositiveNegative","A","first","first",25,6.59304453414244
"1501","634696caac84a2bb1b5bc6b3","but",758,570,1163,"T1.47","test","VCC",1,"J","PositivePositive","A","first","first",26,6.63068338564237
"1502","634696caac84a2bb1b5bc6b3","but",638,658,1826,"T1.27","test","CVC",1,"J","PositivePositive","A","first","first",30,6.45833828334479
"1503","634696caac84a2bb1b5bc6b3","and",697,598,1133,"T1.18","test","VCC",1,"F","PositivePositive","A","first","first",31,6.54678541076052
"1504","634696caac84a2bb1b5bc6b3","and",1033,1108,1014,"T1.21","test","CVV",1,"J","PositiveNegative","A","first","first",32,6.94022246911964
"1505","634696caac84a2bb1b5bc6b3","and",644,838,1711,"T1.23","test","VCV",1,"J","PositiveNegative","A","first","first",33,6.46769872610435
"1506","634696caac84a2bb1b5bc6b3","so",820,928,1224,"T1.51","test","CVC",1,"J","PositiveNegative","A","first","first",35,6.7093043402583
"1507","634696caac84a2bb1b5bc6b3","and",763,659,1495,"T1.6","test","CVC",1,"F","PositivePositive","A","first","first",37,6.63725803128446
"1508","634696caac84a2bb1b5bc6b3","so",639,630,969,"T1.53","test","CVC",1,"F","PositiveNegative","A","first","first",42,6.45990445437753
"1509","634696caac84a2bb1b5bc6b3","so",1134,717,1885,"T1.64","test","VCV",1,"J","PositivePositive","A","first","first",43,7.0335064842877
"1510","634696caac84a2bb1b5bc6b3","and",729,868,1555,"T1.2","test","CVC",1,"J","PositivePositive","A","first","first",45,6.59167373200866
"1511","634696caac84a2bb1b5bc6b3","so",549,601,1103,"T1.54","test","CVC",1,"F","PositiveNegative","A","first","first",46,6.30809844150953
"1512","634696caac84a2bb1b5bc6b3","and",696,583,908,"T1.22","test","CVV",1,"J","PositiveNegative","A","first","first",50,6.54534966033442
"1513","634696caac84a2bb1b5bc6b3","so",1071,1112,3529,"T1.55","test","CVV",1,"F","PositivePositive","A","first","first",53,6.97634807044775
"1514","634696caac84a2bb1b5bc6b3","and",764,838,3442,"T1.24","test","VCC",1,"J","PositiveNegative","A","first","first",54,6.63856778916652
"1515","634696caac84a2bb1b5bc6b3","but",672,692,1250,"T1.32","test","CVC",1,"F","PositivePositive","A","second","second",55,6.51025834052315
"1516","634696caac84a2bb1b5bc6b3","and",732,658,1344,"T1.5","test","CVC",1,"F","PositivePositive","A","second","second",56,6.59578051396131
"1517","634696caac84a2bb1b5bc6b3","and",996,814,1073,"T1.14","test","VCV",1,"F","PositiveNegative","A","second","second",57,6.9037472575846
"1518","634696caac84a2bb1b5bc6b3","but",818,510,894,"T1.42","test","VCV",1,"J","PositiveNegative","A","second","second",58,6.70686233660275
"1519","634696caac84a2bb1b5bc6b3","but",724,665,803,"T1.36","test","CVV",1,"J","PositivePositive","A","second","second",59,6.58479139238572
"1520","634696caac84a2bb1b5bc6b3","and",698,660,894,"T1.19","test","CVC",1,"J","PositiveNegative","A","second","second",60,6.54821910276237
"1521","634696caac84a2bb1b5bc6b3","so",582,781,952,"T1.63","test","VCV",1,"J","PositiveNegative","A","second","second",61,6.36647044773144
"1522","634696caac84a2bb1b5bc6b3","and",673,629,1014,"T1.7","test","CVV",1,"J","PositivePositive","A","second","second",65,6.51174532964473
"1523","634696caac84a2bb1b5bc6b3","but",560,707,956,"T1.30","test","CVC",1,"F","PositiveNegative","A","second","second",66,6.32793678372919
"1524","634696caac84a2bb1b5bc6b3","and",518,688,1014,"T1.4","test","CVC",1,"F","PositiveNegative","A","second","second",67,6.24997524225948
"1525","634696caac84a2bb1b5bc6b3","so",944,749,954,"T1.67","test","VCC",1,"J","PositiveNegative","A","second","second",68,6.8501261661455
